Year;Date;Authors;Title;Domain;n Sources;Citation;RQ1;RQ2;RQ3;Survey;Data Elements;Data Category;Data Parent;Authors' Data Category;Modeling Approaches;Data Source;Data Source Category (Systems);Collection Methods;Category (Method);Init Data Source;Init Data Source Category (Systems);Init Collection Methods;Init Category (Method);Modelling Technique;Forgetting
2020;01/10/20;Cully, Antoine and Demiris, Yiannis;Online Knowledge Level Tracking with Data-Driven Student Models and Collaborative Filtering;school;62;22;No;Yes;No;No;---;---;---;---;---;"system; assessment;";"intelligent tutor system;";"automated collection; assessment-based;";"hybrid;";---;---;---;---;"predictive modeling; uncertainty modeling;";---
2020;18/08/20;Qiu, Wen and Du, Jing and Li, Fei;Knowledge Description Frame of Learning Resources for Recommendation System: From the Perspectives of Learning Psychology;school;5;2;Yes;No;No;No;"academic information; management; relations; security; preference; performance; portfolio; background; region; ways of learning; language skills; health conditions; phase of studying; learning plan; certificates of completion; roles of relations; preferred media";"academic / educational data; identification data; interaction data; personal traits;  resource / assessment data; demographic & biographic data; contextual data;";"master data; (social) interaction data; (learning) output data; (system) environmental data; cognitive characteristics;";---;---;---;---;---;---;---;---;---;---;---;---
2020;12/08/20;Schulz, Sandra and Lingnau, Andreas;An Evidence-Based Learner Model for Supporting Activities in Robotics;school;15;2;Yes;Yes;No;No;"(self-)assessment data; formal assessment results; knowledge; log data";"resource / assessment data; technical usage data;";"metacognitive characteristics; (learning) output data; cognitive characteristics; (system) environmental data;";---;---;"system; observation source; sensors & wearables; assessment; third party;";"other;";"automated collection; assessment-based; third-party reporting;";"hybrid;";"assessment; third party; self-report;";---;"self-reporting; assessment-based; third-party reporting;";"hybrid;";---;---
2020;24/07/20;Rowe, Jonathan P. and Lester, James C.;Artificial Intelligence for Personalized Preventive Adolescent Healthcare;school;40;50;Yes;Yes;No;No;occurrences of negative, deactivating emotions;"(learning) behaviour data;";"(learning) output data;";---;---;---;---;---;---;---;---;---;---;---;---
2020;13/07/20;Ramírez Luelmo, Sergio Iván and El Mawas, Nour and Heutte, Jean;Towards Open Learner Models Including the Flow State;lifelong learning;43;6;Yes;Yes;No;No;"learner’s psychological state; learner’s progress; knowledge";"physiological data; (learning) behaviour data;";"psychomotor & physiological data; (learning) output data; cognitive characteristics;";---;- Generic Bayesian Student Model (GBSM);"self-report; system;";"massive open online course;";"self-reporting; automated collection;";"hybrid;";"self-report;";---;"self-reporting;";"explicit;";"uncertainty modeling; cognitive theories;";---
2020;11/05/20;Hooshyar, Danial and Pedaste, Margus and Saks, Katrin and Leijen, Äli and Bardone, Emanuele and Wang, Minhong;Open learner models in supporting self-regulated learning in higher education: A systematic literature review;higher education;82;141;Yes;Yes;No;Yes;"cognition; metacognition; motivation; emotion;";---;"cognitive characteristics; metacognitive characteristics; affective & motivational characteristics;";---;---;---;---;---;---;---;---;---;---;---;---
2020;01/04/20;Bull, Susan;There are Open Learner Models About!;not specified ;171;84;Yes;Yes;Yes;Yes;"current level; skills; competencies; understanding of concepts; conceptual relationships; misconceptions; motivation; engagement; effort; affective state; learning style; metacognitive skills; collaboration; helpfulness; knowledge level";"academic / educational data; (learning) behaviour data; personal traits; interaction data;";"master data; cognitive characteristics; (learning) output data; affective & motivational characteristics; metacognitive characteristics; (social) interaction data;";---;---;---;---;---;---;---;---;---;---;---;often direct contribution from users, e. g. when it's about forgetting
2020;23/03/20;Faucon, Louis and Olsen, Jennifer K. and Dillenbourg, Pierre;A Bayesian Model of Individual Differences and Flexibility in Inductive Reasoning for Categorization of Examples;school;37;4;Yes;Yes;No;No;"students’ individual biases; generalization of biases across topics and changes of biases; real-time knowledge tracing";"academic / educational data;  resource / assessment data;";"master data; (learning) output data; cognitive characteristics;";---;- BKT [7];"system; assessment;";"adaptive learning system;";"automated collection; assessment-based;";"implicit;



";"system;";"adaptive learning system;";"automated collection;";"implicit;";"uncertainty modeling; predictive modeling;";---
2020;07/02/20;Tacoma, Sietske and Geurts, Corine and Slof, Bert and Jeuring, Johan and Drijvers, Paul;Enhancing learning with inspectable student models: Worth the effort?;higher education;47;11;Yes;Yes;No;No;list of homework set;"resource / assessment data;";"(learning) output data;";---;---;"system; assessment;";"learning management system / virtual learning environment;";"automated collection; assessment-based;";"hybrid;";---;---;---;---;---;---
2019;10/12/19;Taufik, Rahman and Nurjanah, Dade;An Intelligent Tutoring System with Adaptive Exercises Based on a Student’s Knowledge and Misconception;not specified ;13;1;Yes;No;No;No;"knowledge; skills; learning styles; ability to solve problems; misconceptions; interests; goals; background; individual traits; context; learning history";"personal traits; (learning) behaviour data; academic / educational data; demographic & biographic data; contextual data; technical usage data;";"cognitive characteristics; master data; (learning) output data; (system) environmental data;";---;---;---;---;---;---;---;---;---;---;---;---
2019;06/12/19;Yuan, Xinrui and Yang, Cheng;Attention-Based User Temporal Model for Recommendation;not specified ;15;1;Yes;No;No;No;attention;---;"cognitive characteristics;";---;- RNN network ;---;---;---;---;---;---;---;---;---;---
2019;24/09/19;Al-Shabandar, Raghad and Hussain, Abir Jaafar and Liatsis, Panos and Keight, Robert;Detecting At-Risk Students With Early Interventions Using Machine Learning Techniques;higher education;52;41;Yes;Yes;No;No;"course activities; learner historical behaviour; amotivation; grade; learning achievement; behavioural features";"academic / educational data;  resource / assessment data; (learning) behaviour data;";"master data; (learning) output data; affective & motivational characteristics;";---;---;"system; assessment;";"massive open online course;";"assessment-based; automated collection;";"hybrid;";---;---;---;---;"predictive modeling;";---
2019;15/08/19;Zhang, Xiaotong and Cheng, Hercy N. H.;Mining the Patterns of Graduate Students' Self-Regulated Learning Behaviors in a Negotiated Online Academic Reading Assessment;higher education;17;6;No;Yes;Yes;No;---;---;---;---;---;"self-report; assessment; system;";"adaptive learning system;";"automated collection; assessment-based; self-reporting;";"hybrid;";"assessment; self-report;";---;"automated collection; assessment-based;";"hybrid;";"predictive modeling;";---
2019;23/07/19;Saurabh, Roy and Singh, Nandini C. and Duraiappah, Anantha K.;The Alternate Education for the 21st Century;not specified ;32;1;Yes;Yes;No;No;"User’s metadata; user preferences; goal; needs; interests; user ontology; user’s engagement; Behaviour; Accessibility; Activity; Competency; Qualification; Relationship; User adaptive Interactions";"identification data; personal traits; demographic & biographic data; (learning) behaviour data; academic / educational data; interaction data;";"master data; (learning) output data; affective & motivational characteristics; cognitive characteristics; (social) interaction data;";---;---;"self-report; system;";"other;";"self-reporting; automated collection;";"hybrid;";"self-report;";---;"self-reporting;";"explicit;";"ontology; uncertainty modeling;";---
2019;06/06/19;Schmidmaier, Matthias and Han, Zhiwei and Weber, Thomas and Liu, Yuanting and Hußmann, Heinrich;Real-Time Personalization in Adaptive IDEs;not specified ;17;4;Yes;Yes;No;No;"user interaction; prior knowledge";"interaction data;";"(social) interaction data; cognitive characteristics;";---;---;"system;";"adaptive learning system;";"automated collection;";"implicit;



";---;---;---;---;"predictive modeling; classification;";---
2019;08/05/19;Ochukut, Selina A. and Oboko, Robert;A Learner Model for Adaptive e-Leaning Based on Learning Theories;not specified ;32;5;Yes;No;No;Yes;"portfolio; preference; results; learning style; psychological experience; flow experience; errors; misconceptions; skills; knowledge; cognitive factors; metacognitive factors; affective states; Learner preferences; personal characteristics; emotional traits; personality traits; difficulties; demographic data; time; device; task; location; social context; basic information";"resource / assessment data; personal traits; academic / educational data; (learning) behaviour data; demographic & biographic data; contextual data;";"(learning) output data; master data; affective & motivational characteristics; cognitive characteristics; metacognitive characteristics; (system) environmental data;";---;---;---;---;---;---;---;---;---;---;---;---
2019;03/04/19;Ahmadaliev, Doniyorbek and Xiaohui, Chen and Abduvohidov, Murodjon and Medatov, Asilbek and Temirova, Gulbahor;An adaptive activity sequencing instrument to enhance e-learning: an integrated application of overlay user model and mathematical programming on the Web;not specified ;14;5;No;Yes;No;No;---;---;---;---;---;"system; assessment;";"adaptive learning system;";"automated collection; assessment-based;";"hybrid;";"self-report;";---;"self-reporting;";"explicit;";"overlay modeling;";---
2019;27/03/19;Ennouamani, Soukaina and Mahani, Zouhir;A Comparative Study of the Learner Model in Adaptive Mobile Learning Systems;not specified ;24;4;Yes;Yes;No;Yes;"learning styles; knowledge level; interactions; preferences; learning progress; academic information; personal information; interests; learning objectives; mobile sensors; location; time; learner’s motions; physical activities; screen size; battery level;  multimedia capacities; storage capacities; network signal; destination; current location; the nearest learning target; time needed for each task; learning path; proposed solution; context-aware location; background; concentration level; behavior; mobility needs; foreign language level; learning style; activities; demographics; cognitive styles; goals; learner experiences; skills; learning actions; behaviors; motivation; attitudes; social collaborations; performance; domain expertise; learning activity; Satisfaction; Noise";"personal traits; interaction data; (learning) behaviour data; academic / educational data; demographic & biographic data;  resource / assessment data; contextual data; psychomotor data; social content data;";"master data; cognitive characteristics; (social) interaction data; (learning) output data; (system) environmental data; psychomotor & physiological data; affective & motivational characteristics;";---;---;---;---;---;---;---;---;---;---;---;---
2019;26/03/19;David, Joe and Lobov, Andrei and Lanz, Minna;Attaining Learning Objectives by Ontological Reasoning using Digital Twins;not specified ;8;23;Yes;Yes;No;No;"user behaviour; mouse-tracking; eye-tracking; behaviour";"(learning) behaviour data; interaction data; physiological data; technical usage data;";"(learning) output data; (social) interaction data; psychomotor & physiological data; (system) environmental data;";---;---;"system;";"other;";"automated collection; observation;";"implicit;



";---;---;---;---;"ontology;";---
2018;24/12/18;Afini Normadhi, Nur Baiti and Shuib, Liyana and Md Nasir, Hairul Nizam and Bimba, Andrew and Idris, Norisma and Balakrishnan, Vimala;Identification of personal traits in adaptive learning environment: Systematic literature review;not specified ;120;193;Yes;Yes;No;Yes;"learning styles; cognitive styles; prior knowledge; working memory capacity; thinking process; personality type; affective; emotions; mental state; engagement; Behavior; Psychomotor; cognitive abilities; performance";"personal traits; (learning) behaviour data; psychomotor data;  resource / assessment data;";"master data; cognitive characteristics; affective & motivational characteristics; (learning) output data; psychomotor & physiological data;";Cognition, Affective, Behavior / Psychomotor, MIXED;---;---;---;---;---;---;---;---;---;---;---
2018;17/11/18;Minn, Sein and Yu, Yi and Desmarais, Michel C. and Zhu, Feida and Vie, Jill-Jênn;Deep Knowledge Tracing and Dynamic Student Classification for Knowledge Tracing;not specified ;23;15;Yes;Yes;No;No;Knowledge;---;"cognitive characteristics;";---;- RNN;---;---;---;---;---;---;---;---;---;---
2018;17/11/18;Minn, Sein and Zhu, Feida and Desmarais, Michel C.;Improving Knowledge Tracing Model by Integrating Problem Difficulty;not specified ;12;21;Yes;No;No;No;"knowledge; learning behaviour";"(learning) behaviour data;";"cognitive characteristics; (learning) output data;";---;---;---;---;---;---;---;---;---;---;---;---
2018;28/10/18;Martins, Gonçalo S. and Santos, Luís and Dias, Jorge;BUM: Bayesian User Model for Distributed Learning of User Characteristics From Heterogeneous Information;not specified ;26;7;Yes;Yes;No;No;user characteristics;"personal traits; demographic & biographic data;";"master data;";---;"- BKT
- A-Posteriori";"sensors & wearables; observation source; external source; system;";"other; adaptive learning system;";"automated collection; observation; third-party reporting;";"implicit;



";"system;";"other; adaptive learning system;";"automated collection;";"implicit;";"uncertainty modeling; predictive modeling;";---
2018;24/10/18;Abyaa, Abir and Idrissi, Mohammed Khalidi and Bennani, Samir;Predicting the Learner's Personality from Educational Data Using Supervised Learning;not specified ;13;13;Yes;Yes;No;No;personality;"personal traits;";"master data;";---;---;"external source;";---;"automated collection; third-party reporting;";"implicit;



";---;---;---;---;"classification; predictive modeling;";---
2018;15/10/18;Zhao, Yang and Fan, Yaqing and Wang, Peng;Research on Student Model Construction of Educational Big Data System Based on CD-CAT;not specified ;14;0;Yes;Yes;No;No;"basic information, knowledge status; course; learning behaviour; cognitive level";"personal traits;";"master data;";---;---;"system; assessment;";"other;";"automated collection; assessment-based;";"hybrid;";"self-report;";---;"automated collection;";"explicit;";"cognitive theories; predictive modeling;";---
2018;10/10/18;Raj, Nisha S. and Renumol, V. G.;Architecture of an Adaptive Personalized Learning Environment (APLE) for Content Recommendation;not specified ;27;19;Yes;Yes;No;No;"learning style; media preference; learner's level of knowledge; context of learning";"personal traits; contextual data;";"master data; cognitive characteristics; (system) environmental data;";---;- DBN;"system;";"adaptive learning system; personalized learning environment / recommender system;";"automated collection;";"implicit;



";"self-report; assessment;";---;"self-reporting;";"explicit;";"ontology; uncertainty modeling; predictive modeling;";---
2018;03/10/18;Almeida, Thais Oliveira and de M. Netto, José Francisco;Adaptation Content in Robotic Systems: A Systematic Mapping Study;higher education;30;1;Yes;Yes;No;Yes;"student interaction; students' knowledge; cognitive profile; learning style";"interaction data; personal traits;";"(social) interaction data; cognitive characteristics; master data;";---;- (D)BN;---;---;---;---;---;---;---;---;---;---
2018;27/07/18;Alday, Roselie B.;Bayesian Networks in Intelligent Tutoring Systems as an Assessment of Student Performance Using Student Modeling;not specified ;9;4;Yes;Yes;Yes;No;---;---;---;---;- (D)BN;"system; assessment;";"intelligent tutor system;";"assessment-based;";"explicit;";"system; assessment;";"intelligent tutor system;";"assessment-based; automated collection;";"hybrid;";"uncertainty modeling;";---
2018;23/07/18;Papadimitriou, Spyros and Chrysafiadi, Konstantina and Kamitsios, Margaritis and Virvou, Maria;FSP Creator: A Novel Web Service API Creator of Fuzzy Students Progress Profile;not specified ;17;3;Yes;Yes;Yes;No;"level of knowledge; performance history";"(learning) behaviour data;";"cognitive characteristics; (learning) output data;";---;---;"assessment;";---;"assessment-based; automated collection;";"explicit;";---;---;---;---;"uncertainty modeling; ";---
2018;09/07/18;Qiao, Chen and Hu, Xiao;Discovering Student Behavior Patterns from Event Logs: Preliminary Results on a Novel Probabilistic Latent Variable Model;higher education;18;10;Yes;Yes;No;No;"events; learner-resource interactions";"technical usage data; interaction data;";"(system) environmental data; (social) interaction data;";---;- Hidden Behavior Traits Model;"system; ";"learning management system / virtual learning environment;";"automated collection;";"implicit;



";---;---;---;---;"clustering; predictive modeling; ";---
2018;03/07/18;Barria-Pineda, Jordan and Guerra-Hollstein, Julio and Brusilovsky, Peter;A Fine-Grained Open Learner Model for an Introductory Programming Course;higher education;25;20;Yes;No;No;No;"student behavior in the system; student knowledge";"(learning) behaviour data; interaction data;";"(learning) output data; (social) interaction data; cognitive characteristics;";---;---;---;---;---;---;---;---;---;---;---;---
2018;03/07/18;Emerson, Andrew and Sawyer, Robert and Azevedo, Roger and Lester, James;Gaze-Enhanced Student Modeling for Game-Based Learning;higher education;47;21;Yes;Yes;No;No;eye-tracking;"physiological data;";"psychomotor & physiological data;";---;---;"system;";"game-based system;";"automated collection;";"implicit;



";"assessment; self-report;";---;"assessment-based; self-reporting;";"explicit;";"predictive modeling;";---
2018;27/06/18;Jun-min, Ye and Song, Xu and Da-Xiong, Luo and Zhi-Feng, Wang and Peng-Wei, Huang and Chen, Xu;Research on the Construction and Application of Individual Learner Model;not specified ;7;4;Yes;No;No;No;"personal profile; health file; hobby; academic achievment; study plan; award certification; e-learning progress; learning style; cognitive ability";"personal traits; demographic & biographic data; academic / educational data; (learning) behaviour data;  resource / assessment data;";"master data; (learning) output data; cognitive characteristics;";---;---;---;---;---;---;---;---;---;---;---;---
2018;27/06/18;Lu, Haokai and Niu, Wei and Caverlee, James;Learning Geo-Social User Topical Profiles with Bayesian Hierarchical User Factorization;not specified ;40;4;Yes;Yes;No;No;"User’s Geo-Topic location; social ties";"contextual data; social content data;";"(system) environmental data; (social) interaction data;";---;- Bayesian Poisson Tensor Factorization (BPTF);"third party;";---;"third-party reporting;";"implicit;



";---;---;---;---;"uncertainty modeling; predictive modeling;";---
2018;04/06/18;Yago, Hector and Clemente, Julia and Rodriguez, Daniel and Fernandez-de-Cordoba, Pedro;ON-SMMILE: Ontology Network-based Student Model for MultIple Learning Environments;not specified ;60;39;Yes;Yes;No;No;"knowledge; activities; learning progress; learning style";"(learning) behaviour data; personal traits;";"cognitive characteristics; (learning) output data; master data;";---;- modular ontology network;"assessment; system;";"personalized learning environment / recommender system;";---;---;---;---;---;---;"ontology;";---
2018;08/05/18;Yang, Fan and Li, Frederick W. B.;Study on student performance estimation, student progress analysis, and student potential prediction based on data mining;higher education;32;216;Yes;No;No;No;"learning styles; Konwledge; Attitude; Skill";"personal traits;";"master data; cognitive characteristics;";---;---;---;---;---;---;---;---;---;---;---;---
2018;27/04/18;Ding, Wenling and Zhu, Zhengzhou and Guo, Qun;A New Learner Model in Adaptive Learning System;higher education;19;14;Yes;Yes;No;No;"basic infomration; Nation; Grade; learning style; knowledge state; cognitive ability";"demographic & biographic data; identification data; academic / educational data; personal traits;";"master data; cognitive characteristics;";---;---;"system; assessment;";"intelligent tutor system;";"assessment-based; automated collection;";"hybrid;";"self-report;";---;"self-reporting;";"explicit;";"classification; predictive modeling;";---
2018;26/04/18;Beyyoudh, Mohammed and Idrissi, Mohammed Khalidi and Bennani, Samir;A new approach of designing an intelligent tutoring system based on adaptive workflows and pedagogical games;not specified ;23;8;Yes;Yes;No;No;"personal information; learner skills; learner preferences; interactions with system; general knowledge";"demographic & biographic data; personal traits; interaction data;";"master data; cognitive characteristics; (social) interaction data;";---;- Overlay Model;"system; assessment;";"intelligent tutor system;";"automated collection; assessment-based;";"hybrid;";"self-report;";---;"self-reporting;";"explicit;";"predictive modeling; overlay modeling;";---
2018;17/04/18;Akharraz, Laila and El Mezouary, Ali and Mahani, Zouhir;To context-aware learner modeling based on ontology;not specified ;42;15;Yes;No;No;No;"personal data; identification; general information; learning style; objectives; preferences; interests; cognitive characteristics; background; language skills;  technical skills; Activity data; evaluation log; outcomes; errors; satisfaction; contextual data; device; connectivity; learner's accessibility; location; social interaction; learner's behaviors";"demographic & biographic data; identification data; personal traits; academic / educational data;  resource / assessment data; technical usage data; (learning) behaviour data; contextual data; interaction data;";"master data; cognitive characteristics; (learning) output data; (system) environmental data; affective & motivational characteristics; (social) interaction data;";---;---;---;---;---;---;---;---;---;---;---;---
2018;17/04/18;Nurjanah, Dade;LifeOn, a ubiquitous lifelong learner model ontology supporting adaptive learning;not specified ;15;13;Yes;No;No;No;"Personal identity; disability; Aptitude; Language preference; Learning approach; Learning style; Personality; Cognitive capability; History; Stereotypes; User Objectives; Goals; knowledge; prerequisites; experience; preferences; user interest";"identification data; personal traits; academic / educational data; demographic & biographic data; technical usage data; (learning) behaviour data;";"master data; cognitive characteristics; (system) environmental data; (learning) output data;";static, dynamic;- ontology;---;---;---;---;---;---;---;---;---;---
2018;10/03/18;Aissaoui, Ouafae {EL;Combining supervised and unsupervised machine learning algorithms to predict the learners’ learning styles;not specified ;21;99;Yes;No;No;No;"learning style; learners' behaviors";"personal traits; (learning) behaviour data; interaction data;";"master data; (learning) output data; (social) interaction data;";---;- naive Bayes classifier;---;---;---;---;---;---;---;---;---;---
2018;00.03.2018;Sun, Geng and Cui, Tingru and Yong, Jianming and Shen, Jun and Chen, Shiping;MLaaS: A Cloud-Based System for Delivering Adaptive Micro Learning in Mobile MOOC Learning;not specified ;58;95;Yes;Yes;No;No;"Basic information; Personal Non-Intelligent Factors; Personal Intelligent Factors; learning preference; learning engegementz; motivation; learning purpose; learner type; time availability; skills; learning speed, habits, degree of distraction, learning location, environment; knowledge; learning styles; memory ability; collaborative learning";"personal traits; academic / educational data; (learning) behaviour data;";"master data; cognitive characteristics; affective & motivational characteristics; (learning) output data;";---;---;"system;";"learning management system / virtual learning environment;";"automated collection;";"implicit;



";"assessment; external source; system; ";"learning management system / virtual learning environment;";"automated collection;";"implicit;";"clustering; predictive modeling;";---
2018;15/02/18;Kavitha, P. and Krishna Moorthy, B. and Sudharshan, P.S and Aarthi, T;Mapping Artificial Intelligence and Education;not specified ;7;8;Yes;Yes;Yes;No;"responses to questions; response time; time consumed while consulting help; concentrating to the concept";"(learning) behaviour data; interaction data; technical usage data;";"(learning) output data; (social) interaction data; (system) environmental data; cognitive characteristics;";"- General Information
- Kowledge
- Preferences
-  Cgn. & phy. Capacities";- Bayesian Network (BN);"system; assessment;";"adaptive learning system;";"automated collection;";"implicit;



";"self-report; third party; ";---;---;---;"clustering; uncertainty modeling; predictive modeling;";---
2017;25/12/17;Fei Zhou, Tong and Qing Pan, Yu and Huang, Li Rong;Research on Personalized E-Learning Based on Decision Tree and RETE Algorithm;not specified ;11;7;Yes;Yes;No;No;"historical learning database; access logs; knowledge path information; test scores; information database; personal information; learning style;, learning behavior; academic information; preference information; performance information";"(learning) behaviour data; academic / educational data; technical usage data;  resource / assessment data; demographic & biographic data; interaction data; personal traits;";"(learning) output data; master data; (system) environmental data; cognitive characteristics; (social) interaction data;";---;---;"system; external source; assessment;";"personalized learning environment / recommender system;";"automated collection; assessment-based; third-party reporting;";"hybrid;";---;---;---;---;"classification; clustering;";---
2017;18/12/17;Janati, Salma El and Maach, Abdelilah and Ghanami, Driss El;SMART Education Framework for Adaptation Content Presentation;not specified ;34;51;No;Yes;Yes;No;---;---;---;---;---;"system; assessment;";"adaptive learning system;";"automated collection; assessment-based;";"hybrid;";"self-report; system;";"adaptive learning system;";"automated collection; self-reporting;";"hybrid;";"predictive modeling; uncertainty modeling;";---
2017;29/10/17;Al-Abri, Amal and Al-Khanjari, Zuhoor and Kraiem, Naoufel and Jamoussi, Yassine;A scheme for extracting information from collaborative social interaction tools for personalized educational environments;not specified ;28;8;No;Yes;No;No;---;---;---;---;---;"system; assessment;";"learning management system / virtual learning environment; social media;";"automated collection;";"implicit;";---;---;---;---;"predictive modeling; clustering;";---
2017;25/10/17;Abyaa, Abir and Idrissi, Mohammed Khalidi and Bennani, Samir;An Adult Learner's Knowledge Model Based on Ontologies and Rule Reasoning;adult learning;25;9;Yes;Yes;Yes;No;"knowledge; experiences; misconceptions; errors; forgotten knowledge";"academic / educational data; (learning) behaviour data;";"cognitive characteristics; master data; (learning) output data;";---;"- ontology
-  combination of fuzzy logic, fuzzy rules, overlay model and stereotypes";"assessment; self-report;";---;"self-reporting; automated collection; assessment-based;";"hybrid;";"assessment; self-report;";---;"self-reporting; assessment-based;";"explicit;";"ontology; perturbation modeling;";"taxonomy: ""periodic quizzes and acquired knowledge reviews through space repetition algorithms (SR)"""
2017;05/10/17;Ferreira, Hiran Nonato M. and Araújo, Rafael Dias and Dorça, Fabiano Azevedo and Cattelan, Renan G.;Open student modeling for academic performance visualization in Ubiquitous Learning Environments;higher education;36;9;Yes;Yes;No;No;"knowledge; behavior";"resource / assessment data; technical usage data; (learning) behaviour data;";"(learning) output data; (system) environmental data;";---;---;"system; assessment;";"ubiquitous learning environment;";"assessment-based; automated collection;";"hybrid;";---;---;---;---;"uncertainty modeling; ontology;";---
2017;21/08/17;Chaturvedi, Ritu and Ezeife, Christie I.;Predicting Student Performance in an ITS Using Task-Driven Features;higher education;20;8;Yes;Yes;No;No;"grades; web logs; duration; difficulty level; success";"resource / assessment data; technical usage data; (learning) behaviour data;";"(learning) output data; (system) environmental data;";---;---;"system; assessment;";"intelligent tutor system;";"automated collection; assessment-based;";"hybrid;";---;---;---;---;"predictive modeling; classification;";---
2017;17/08/17;Zhu, Yanru and Wang, Peng and Fan, Yaqin and Chen, Ying;Research of Learning Path Recommendation Algorithm Based on Knowledge Graph;not specified ;6;6;Yes;Yes;No;No;"cognitive level; learner’s ability to understand knowledge; level of difficulty; learner's test results; reaction time";"resource / assessment data; interaction data;";"cognitive characteristics; (learning) output data; (social) interaction data;";---;---;"system; assessment;";"other;";"assessment-based; automated collection;";"hybrid;";"assessment; third party;";---;"assessment-based; third-party reporting;";"explicit;";---;---
2017;22/07/17;Al-Jadaa, Ali A. and Abu-Issa, Abdallatif S and Ghanem, Wasel T. and Hussein, Mohammed S.;Enhancing the Intelligence of Web Tutoring Systems Using a Multi-Entry Based Open Learner Model;school;14;6;Yes;Yes;No;No;contradictions;"(learning) behaviour data;";"(learning) output data;";---;---;"system; third party; assessment;";"intelligent tutor system;";"assessment-based; third-party reporting; automated collection;";"hybrid;";---;---;---;---;"perturbation modeling; overlay modeling;";---
2017;03/07/17;Ferreira, Hiran Nonato M. and Brant-Ribeiro, Taffarel and Araújo, Rafael D. and Dorça, Fabiano A. and Cattelan, Renan G.;An Automatic and Dynamic Knowledge Assessment Module for Adaptive Educational Systems;higher education;17;9;Yes;Yes;No;No;"personal Information; Behavior; Access context; Progress; Knowledge; learning styles; preferences; disciplin; courses; language; device; location; gamification; colaboration; trace";"demographic & biographic data; personal traits; interaction data; (learning) behaviour data;";"master data; cognitive characteristics; (social) interaction data; (learning) output data;";Personal Information, Behavior, Access context, and Progress/Knowledge;"- ontology
- a Bayesian Network (BN)";"system;

";"adaptive learning system; ubiquitous learning environment;";"automated collection;";"implicit;



";---;---;---;---;"uncertainty modeling; ontology; predictive modeling;";---
2017;03/07/17;Mejia, Carolina and Gomez, Sergio and Mancera, Laura and Taveneau, Sibylle;Inclusive Learner Model for Adaptive Recommendations in Virtual Education;higher education;8;16;Yes;Yes;No;No;"demographic; competences; learning styles; cognitive traits; interaction; cognitive deficits; academic level; occupation; skills; school life; history of learning difficulties; writing habits; phonological processing; orthographic processing; lexical access; processing speed; working memory; semantic processing";"demographic & biographic data; personal traits; interaction data; (learning) behaviour data;";"master data; cognitive characteristics; (social) interaction data; (learning) output data;";"- Demographic
- Competences
- Learning style
- Reading difficulties
- Cognitive traits";---;"system; assessment; self-report;";"learning management system / virtual learning environment;";"assessment-based; automated collection;";"hybrid;";---;---;---;---;"predictive modeling;";---
2017;01/07/17;He, Xiaxu and Liu, Pengfei and Zhang, Weifeng;Design and Implementation of a Unified Mooc Recommendation System for Social Work Major: Experiences and Lessons;higher education;10;15;Yes;No;No;No;"personal assessment feedback information; historical behavior record; users’ preferences";"resource / assessment data; (learning) behaviour data; interaction data; technical usage data; personal traits;";"(learning) output data; (social) interaction data; (system) environmental data; master data;";---;---;---;---;---;---;---;---;---;---;---;---
2017;27/06/17;Huang, Shihua and Yin, Baoyuan and Liu, Ming;Research on Individualized Learner Model Based on Context-Awareness;not specified;18;8;Yes;Yes;No;No;"Real-time  Location; Basic information; Learning style; Cognitive level; Interest preference; device; learning time; learning place; Cognitive Ability; Knowledge State; Learning progress; Learning efficiency";"contextual data; personal traits; (learning) behaviour data; interaction data;";"(system) environmental data; master data; cognitive characteristics; (learning) output data; (social) interaction data;";"- Basic Information
- Learning History
- Knowledge States
- Learning Styles
- Emotional states";---;"system; sensors & wearables;";"ubiquitous learning environment;";"automated collection;";"implicit;



";---;---;---;---;"classification; predictive modeling;";---
2017;27/06/17;Yi, Baolin and Lv, Yuegong and Liu, Hai and Zhang, Zhaoli and Zhang, Dujuan and Wang, Yi;LSCB-ALS: A New ALS and Its Application in Java Language Learning;higher education;11;3;No;Yes;No;No;---;---;---;---;---;---;---;---;---;"self-report; assessment;";---;"self-reporting; assessment-based;";"explicit;";"ontology;";---
2017;27/06/17;Yi, Baolin and Zhang, Dujuan and Wang, Yi and Liu, Hai and Zhang, Zhaoli and Shu, Jiangbo and Lv, Yuegong;Research on Personalized Learning Model under Informatization Environment;not specified;10;12;Yes;Yes;No;No;"learner’s behavior data; learning progress; learner’s cognitive level; learning style; Knowledge";"(learning) behaviour data; interaction data; personal traits;";"(learning) output data; (social) interaction data; cognitive characteristics; master data;";---;---;"system; assessment; self-report;";"personalized learning environment / recommender system;";"automated collection; assessment-based;";"hybrid;";"assessment; self-report; system;";"personalized learning environment / recommender system;";"self-reporting; automated collection;";"hybrid;";"predictive modeling; classification;";---
2017;24/05/17;Kotova, Elena E.;Intellectual data analysis in the educational process;not specified;13;15;Yes;Yes;No;No;"cognitive sphere; individual information";"personal traits; demographic & biographic data; identification data;";"cognitive characteristics; master data;";---;---;---;---;---;---;---;---;---;---;"classification; clustering; predictive modeling;";---
